,date,open,high,low,close,volume,average,barCount
26,2010-06-15,1.22195,1.23495,1.216825,1.2332,-1,-1.0,-1
27,2010-06-16,1.232525,1.235325,1.225525,1.231075,-1,-1.0,-1
28,2010-06-17,1.2311,1.241275,1.224225,1.2388,-1,-1.0,-1
29,2010-06-18,1.2381,1.241675,1.235325,1.238775,-1,-1.0,-1
30,2010-06-21,1.2457,1.246825,1.230375,1.2312,-1,-1.0,-1
31,2010-06-22,1.231725,1.2354,1.225175,1.227075,-1,-1.0,-1
32,2010-06-23,1.226775,1.234375,1.22095,1.231,-1,-1.0,-1
33,2010-06-24,1.23135,1.238825,1.226175,1.23335,-1,-1.0,-1
34,2010-06-25,1.2329,1.239525,1.225425,1.236825,-1,-1.0,-1
35,2010-06-28,1.237225,1.239775,1.226575,1.2277,-1,-1.0,-1
36,2010-06-29,1.227725,1.22905,1.215175,1.218775,-1,-1.0,-1
37,2010-06-30,1.2183,1.230425,1.2167,1.223725,-1,-1.0,-1
38,2010-07-01,1.22365,1.254,1.21935,1.252725,-1,-1.0,-1
39,2010-07-02,1.251775,1.261125,1.2482,1.25685,-1,-1.0,-1
40,2010-07-05,1.25575,1.256325,1.250925,1.25385,-1,-1.0,-1
41,2010-07-06,1.253875,1.266225,1.24805,1.26265,-1,-1.0,-1
42,2010-07-07,1.2626,1.266475,1.255375,1.2638,-1,-1.0,-1
43,2010-07-08,1.26345,1.27115,1.262075,1.26975,-1,-1.0,-1
44,2010-07-09,1.26935,1.272275,1.260925,1.263975,-1,-1.0,-1
45,2010-07-12,1.26335,1.26475,1.255125,1.259575,-1,-1.0,-1
46,2010-07-13,1.259,1.273875,1.252275,1.272425,-1,-1.0,-1
47,2010-07-14,1.272875,1.277775,1.268275,1.274375,-1,-1.0,-1
48,2010-07-15,1.2741,1.295475,1.2709,1.295,-1,-1.0,-1
49,2010-07-16,1.29385,1.3007,1.289,1.29295,-1,-1.0,-1
50,2010-07-19,1.290475,1.299175,1.287075,1.294175,-1,-1.0,-1
51,2010-07-20,1.29415,1.30285,1.28395,1.288,-1,-1.0,-1
52,2010-07-21,1.288575,1.291275,1.27325,1.2754,-1,-1.0,-1
53,2010-07-22,1.275725,1.293325,1.273775,1.28925,-1,-1.0,-1
54,2010-07-23,1.289325,1.29655,1.279425,1.290975,-1,-1.0,-1
55,2010-07-26,1.289625,1.30055,1.2877,1.299425,-1,-1.0,-1
56,2010-07-27,1.2993,1.304625,1.29525,1.299575,-1,-1.0,-1
57,2010-07-28,1.299425,1.3042,1.296675,1.299475,-1,-1.0,-1
58,2010-07-29,1.2992,1.310675,1.297825,1.3079,-1,-1.0,-1
59,2010-07-30,1.307925,1.309325,1.298075,1.305075,-1,-1.0,-1
60,2010-08-02,1.30655,1.319525,1.30545,1.318,-1,-1.0,-1
61,2010-08-03,1.318125,1.326175,1.314725,1.323025,-1,-1.0,-1
62,2010-08-04,1.322775,1.323975,1.313125,1.316125,-1,-1.0,-1
63,2010-08-05,1.316025,1.323475,1.311925,1.31885,-1,-1.0,-1
64,2010-08-06,1.3187,1.333375,1.315775,1.328025,-1,-1.0,-1
65,2010-08-09,1.329525,1.330775,1.321675,1.32215,-1,-1.0,-1
66,2010-08-10,1.323,1.32335,1.30745,1.3176,-1,-1.0,-1
67,2010-08-11,1.317775,1.31865,1.286175,1.286275,-1,-1.0,-1
68,2010-08-12,1.283225,1.29325,1.278075,1.282925,-1,-1.0,-1
69,2010-08-13,1.282575,1.290625,1.27505,1.27535,-1,-1.0,-1
70,2010-08-16,1.276675,1.287175,1.273425,1.2826,-1,-1.0,-1
71,2010-08-17,1.2826,1.291625,1.280425,1.288425,-1,-1.0,-1
72,2010-08-18,1.2881,1.29225,1.282375,1.2853,-1,-1.0,-1
73,2010-08-19,1.2857,1.290275,1.277225,1.282325,-1,-1.0,-1
74,2010-08-20,1.2821,1.283275,1.2664,1.27115,-1,-1.0,-1
75,2010-08-23,1.270425,1.272925,1.26475,1.2657,-1,-1.0,-1
76,2010-08-24,1.2658,1.271925,1.258825,1.262725,-1,-1.0,-1
77,2010-08-25,1.262575,1.272675,1.260925,1.26585,-1,-1.0,-1
78,2010-08-26,1.265825,1.276475,1.26505,1.2716,-1,-1.0,-1
79,2010-08-27,1.27195,1.277925,1.267625,1.276275,-1,-1.0,-1
80,2010-08-30,1.2761,1.27685,1.265925,1.266275,-1,-1.0,-1
81,2010-08-31,1.2665,1.274325,1.26255,1.267925,-1,-1.0,-1
82,2010-09-01,1.268475,1.28555,1.266325,1.28085,-1,-1.0,-1
83,2010-09-02,1.2811,1.284825,1.277675,1.28255,-1,-1.0,-1
84,2010-09-03,1.2826,1.289775,1.280925,1.28965,-1,-1.0,-1
85,2010-09-06,1.28895,1.291875,1.286725,1.287575,-1,-1.0,-1
86,2010-09-07,1.287175,1.28765,1.267775,1.268175,-1,-1.0,-1
87,2010-09-08,1.26835,1.276325,1.265925,1.27205,-1,-1.0,-1
88,2010-09-09,1.2722,1.276625,1.266525,1.2695,-1,-1.0,-1
89,2010-09-10,1.269625,1.274675,1.264425,1.2679,-1,-1.0,-1
90,2010-09-13,1.27135,1.28925,1.2704,1.2883,-1,-1.0,-1
91,2010-09-14,1.28805,1.303325,1.282975,1.29975,-1,-1.0,-1
92,2010-09-15,1.299425,1.303675,1.29555,1.3011,-1,-1.0,-1
93,2010-09-16,1.300425,1.3117,1.297625,1.3078,-1,-1.0,-1
94,2010-09-17,1.30795,1.315925,1.30195,1.304925,-1,-1.0,-1
95,2010-09-20,1.306325,1.31205,1.302925,1.306125,-1,-1.0,-1
96,2010-09-21,1.306675,1.32855,1.305775,1.3264,-1,-1.0,-1
97,2010-09-22,1.325275,1.343975,1.324825,1.34055,-1,-1.0,-1
98,2010-09-23,1.339975,1.34135,1.33045,1.331475,-1,-1.0,-1
99,2010-09-24,1.331275,1.349525,1.328675,1.3493,-1,-1.0,-1
100,2010-09-27,1.34865,1.350675,1.342575,1.34545,-1,-1.0,-1
101,2010-09-28,1.3453,1.35955,1.338125,1.35855,-1,-1.0,-1
102,2010-09-29,1.35825,1.364675,1.35665,1.36265,-1,-1.0,-1
103,2010-09-30,1.362725,1.36835,1.355975,1.363475,-1,-1.0,-1
104,2010-10-01,1.363325,1.37925,1.3619,1.37915,-1,-1.0,-1
105,2010-10-04,1.3805,1.380625,1.366675,1.368525,-1,-1.0,-1
106,2010-10-05,1.3683,1.3859,1.363725,1.383925,-1,-1.0,-1
107,2010-10-06,1.383375,1.394775,1.3799,1.393025,-1,-1.0,-1
108,2010-10-07,1.39365,1.402875,1.38575,1.392575,-1,-1.0,-1
109,2010-10-08,1.39275,1.398425,1.383375,1.393975,-1,-1.0,-1
110,2010-10-11,1.399,1.401275,1.38665,1.387625,-1,-1.0,-1
111,2010-10-12,1.387525,1.3936,1.377525,1.392475,-1,-1.0,-1
112,2010-10-13,1.392625,1.40015,1.39125,1.39615,-1,-1.0,-1
113,2010-10-14,1.396275,1.41225,1.3955,1.408475,-1,-1.0,-1
114,2010-10-15,1.40805,1.41585,1.39375,1.397725,-1,-1.0,-1
115,2010-10-18,1.3989,1.399825,1.383125,1.3934,-1,-1.0,-1
116,2010-10-19,1.394425,1.40045,1.37135,1.3727,-1,-1.0,-1
117,2010-10-20,1.373575,1.399125,1.369825,1.396375,-1,-1.0,-1
118,2010-10-21,1.3966,1.40505,1.387225,1.392,-1,-1.0,-1
119,2010-10-22,1.392075,1.397175,1.38585,1.39535,-1,-1.0,-1
120,2010-10-25,1.397375,1.408,1.39345,1.39655,-1,-1.0,-1
121,2010-10-26,1.39665,1.398175,1.382575,1.385925,-1,-1.0,-1
122,2010-10-27,1.386,1.387825,1.37345,1.37695,-1,-1.0,-1
123,2010-10-28,1.3769,1.39455,1.3764,1.3931,-1,-1.0,-1
124,2010-10-29,1.39305,1.395175,1.38075,1.394675,-1,-1.0,-1
125,2010-11-01,1.396,1.401125,1.386425,1.389275,-1,-1.0,-1
126,2010-11-02,1.389375,1.405825,1.3882,1.403325,-1,-1.0,-1
127,2010-11-03,1.403825,1.419075,1.3992,1.4138,-1,-1.0,-1
128,2010-11-04,1.414175,1.4282,1.41025,1.420775,-1,-1.0,-1
129,2010-11-05,1.420175,1.424875,1.4024,1.40325,-1,-1.0,-1
130,2010-11-08,1.4057,1.40855,1.388775,1.39195,-1,-1.0,-1
131,2010-11-09,1.3928,1.397375,1.375225,1.37725,-1,-1.0,-1
132,2010-11-10,1.377525,1.38255,1.367125,1.3783,-1,-1.0,-1
133,2010-11-11,1.37735,1.382075,1.36375,1.36675,-1,-1.0,-1
134,2010-11-12,1.366475,1.37765,1.357375,1.36915,-1,-1.0,-1
135,2010-11-15,1.36955,1.375075,1.356375,1.358675,-1,-1.0,-1
136,2010-11-16,1.35855,1.36555,1.3448,1.3489,-1,-1.0,-1
137,2010-11-17,1.3492,1.356575,1.34605,1.35295,-1,-1.0,-1
138,2010-11-18,1.35275,1.366775,1.3526,1.3643,-1,-1.0,-1
139,2010-11-19,1.3638,1.373175,1.360875,1.36725,-1,-1.0,-1
140,2010-11-22,1.3718,1.378625,1.357725,1.3627,-1,-1.0,-1
141,2010-11-23,1.3629,1.3633,1.336175,1.33665,-1,-1.0,-1
142,2010-11-24,1.3374,1.342125,1.3285,1.3335,-1,-1.0,-1
143,2010-11-25,1.33335,1.33875,1.328675,1.33595,-1,-1.0,-1
144,2010-11-26,1.335875,1.3362,1.32005,1.324125,-1,-1.0,-1
145,2010-11-29,1.32775,1.330225,1.30645,1.312525,-1,-1.0,-1
146,2010-11-30,1.31215,1.315,1.296925,1.298275,-1,-1.0,-1
147,2010-12-01,1.298175,1.31815,1.29715,1.31385,-1,-1.0,-1
148,2010-12-02,1.31395,1.3247,1.30605,1.32095,-1,-1.0,-1
149,2010-12-03,1.32115,1.343825,1.31935,1.3415,-1,-1.0,-1
150,2010-12-06,1.33925,1.342225,1.324675,1.330775,-1,-1.0,-1
151,2010-12-07,1.3306,1.34005,1.3258,1.3261,-1,-1.0,-1
152,2010-12-08,1.32585,1.32805,1.318025,1.326175,-1,-1.0,-1
153,2010-12-09,1.326375,1.332275,1.316525,1.3239,-1,-1.0,-1
154,2010-12-10,1.3241,1.328225,1.317875,1.322625,-1,-1.0,-1
155,2010-12-13,1.320375,1.343375,1.318275,1.3391,-1,-1.0,-1
156,2010-12-14,1.339525,1.349825,1.33635,1.33785,-1,-1.0,-1
157,2010-12-15,1.3376,1.338175,1.320875,1.321375,-1,-1.0,-1
158,2010-12-16,1.322,1.326575,1.31815,1.3244,-1,-1.0,-1
159,2010-12-17,1.3246,1.335925,1.31335,1.31885,-1,-1.0,-1
160,2010-12-20,1.318325,1.318325,1.30945,1.313075,-1,-1.0,-1
161,2010-12-21,1.3124,1.32015,1.307375,1.310075,-1,-1.0,-1
162,2010-12-22,1.309275,1.318175,1.30785,1.310025,-1,-1.0,-1
163,2010-12-23,1.31015,1.31515,1.30555,1.311425,-1,-1.0,-1
164,2010-12-24,1.3114,1.314875,1.308825,1.312175,-1,-1.0,-1
165,2010-12-27,1.3115,1.31705,1.30725,1.31645,-1,-1.0,-1
166,2010-12-28,1.316725,1.32745,1.3094,1.31145,-1,-1.0,-1
167,2010-12-29,1.311325,1.32385,1.3084,1.3225,-1,-1.0,-1
168,2010-12-30,1.32265,1.331475,1.321675,1.328975,-1,-1.0,-1
169,2010-12-31,1.32885,1.342425,1.32855,1.338325,-1,-1.0,-1
170,2011-01-03,1.335525,1.3395,1.325075,1.336075,-1,-1.0,-1
171,2011-01-04,1.33595,1.343325,1.32925,1.3307,-1,-1.0,-1
172,2011-01-05,1.3307,1.33255,1.312575,1.315,-1,-1.0,-1
173,2011-01-06,1.31545,1.31705,1.29975,1.3003,-1,-1.0,-1
174,2011-01-07,1.299925,1.30215,1.290475,1.2907,-1,-1.0,-1
175,2011-01-10,1.287725,1.29645,1.287425,1.2951,-1,-1.0,-1
176,2011-01-11,1.2953,1.29925,1.290475,1.297425,-1,-1.0,-1
177,2011-01-12,1.296825,1.31445,1.296225,1.313125,-1,-1.0,-1
178,2011-01-13,1.31345,1.33835,1.30895,1.33645,-1,-1.0,-1
179,2011-01-14,1.336375,1.345725,1.331525,1.33885,-1,-1.0,-1
180,2011-01-17,1.337225,1.338225,1.32445,1.32935,-1,-1.0,-1
181,2011-01-18,1.328875,1.346575,1.32535,1.3387,-1,-1.0,-1
182,2011-01-19,1.338225,1.35385,1.3369,1.34735,-1,-1.0,-1
183,2011-01-20,1.34695,1.35235,1.339625,1.34725,-1,-1.0,-1
184,2011-01-21,1.3472,1.36255,1.3449,1.36205,-1,-1.0,-1
185,2011-01-24,1.363,1.36855,1.35405,1.363775,-1,-1.0,-1
186,2011-01-25,1.3643,1.370375,1.357325,1.368175,-1,-1.0,-1
187,2011-01-26,1.368625,1.37215,1.3641,1.371275,-1,-1.0,-1
188,2011-01-27,1.37025,1.375825,1.363725,1.3734,-1,-1.0,-1
189,2011-01-28,1.37345,1.374625,1.3584,1.361125,-1,-1.0,-1
190,2011-01-31,1.360075,1.37395,1.357075,1.36935,-1,-1.0,-1
191,2011-02-01,1.369425,1.3843,1.36905,1.3829,-1,-1.0,-1
192,2011-02-02,1.3826,1.38615,1.376775,1.381075,-1,-1.0,-1
193,2011-02-03,1.380825,1.38255,1.36095,1.36335,-1,-1.0,-1
194,2011-02-04,1.362875,1.367825,1.354375,1.358275,-1,-1.0,-1
195,2011-02-07,1.357125,1.36265,1.3509,1.3582,-1,-1.0,-1
196,2011-02-08,1.358275,1.36885,1.35725,1.36255,-1,-1.0,-1
197,2011-02-09,1.362925,1.37445,1.361125,1.37325,-1,-1.0,-1
198,2011-02-10,1.3731,1.373225,1.35775,1.3602,-1,-1.0,-1
199,2011-02-11,1.3603,1.362125,1.34975,1.35555,-1,-1.0,-1
200,2011-02-14,1.35225,1.355825,1.34285,1.34885,-1,-1.0,-1
201,2011-02-15,1.348425,1.35505,1.34615,1.348675,-1,-1.0,-1
202,2011-02-16,1.348475,1.35885,1.346275,1.35685,-1,-1.0,-1
203,2011-02-17,1.356525,1.3619,1.353675,1.360925,-1,-1.0,-1
204,2011-02-18,1.3607,1.371525,1.35455,1.36945,-1,-1.0,-1
205,2011-02-21,1.36925,1.37155,1.364725,1.367825,-1,-1.0,-1
206,2011-02-22,1.3678,1.37035,1.352575,1.365,-1,-1.0,-1
207,2011-02-23,1.36555,1.37865,1.3654,1.37485,-1,-1.0,-1
208,2011-02-24,1.3747,1.38205,1.37045,1.37995,-1,-1.0,-1
209,2011-02-25,1.38025,1.38385,1.37245,1.375325,-1,-1.0,-1
210,2011-02-28,1.375975,1.38555,1.37115,1.38065,-1,-1.0,-1
211,2011-03-01,1.380375,1.385375,1.37635,1.377675,-1,-1.0,-1
212,2011-03-02,1.3775,1.389025,1.37435,1.38655,-1,-1.0,-1
213,2011-03-03,1.38625,1.397525,1.3833,1.39695,-1,-1.0,-1
214,2011-03-04,1.3965,1.400725,1.39405,1.39865,-1,-1.0,-1
215,2011-03-07,1.399675,1.4036,1.395575,1.3969,-1,-1.0,-1
216,2011-03-08,1.39715,1.39885,1.386275,1.39045,-1,-1.0,-1
217,2011-03-09,1.390225,1.39415,1.38565,1.39085,-1,-1.0,-1
218,2011-03-10,1.3907,1.39245,1.37755,1.379775,-1,-1.0,-1
219,2011-03-11,1.37975,1.391525,1.37525,1.390325,-1,-1.0,-1
220,2011-03-14,1.39565,1.400325,1.3905,1.39925,-1,-1.0,-1
221,2011-03-15,1.39915,1.401325,1.385575,1.399775,-1,-1.0,-1
222,2011-03-16,1.399575,1.40025,1.3867,1.390025,-1,-1.0,-1
223,2011-03-17,1.39165,1.405225,1.3869,1.402125,-1,-1.0,-1
224,2011-03-18,1.402,1.41845,1.398075,1.41825,-1,-1.0,-1
225,2011-03-21,1.419175,1.424,1.41395,1.422625,-1,-1.0,-1
226,2011-03-22,1.42265,1.42485,1.417975,1.419625,-1,-1.0,-1
227,2011-03-23,1.42015,1.42145,1.408525,1.40875,-1,-1.0,-1
228,2011-03-24,1.40845,1.422025,1.405375,1.417725,-1,-1.0,-1
229,2011-03-25,1.417625,1.41935,1.40555,1.408825,-1,-1.0,-1
230,2011-03-28,1.403725,1.411575,1.402125,1.4087,-1,-1.0,-1
231,2011-03-29,1.4085,1.414875,1.404725,1.41135,-1,-1.0,-1
232,2011-03-30,1.41125,1.414725,1.405225,1.4128,-1,-1.0,-1
233,2011-03-31,1.41275,1.423325,1.41165,1.41575,-1,-1.0,-1
234,2011-04-01,1.41655,1.424525,1.4062,1.423675,-1,-1.0,-1
235,2011-04-04,1.42325,1.4269,1.419275,1.42205,-1,-1.0,-1
236,2011-04-05,1.422125,1.42455,1.415175,1.422275,-1,-1.0,-1
237,2011-04-06,1.4223,1.434925,1.4209,1.433175,-1,-1.0,-1
238,2011-04-07,1.4334,1.433675,1.424325,1.4308,-1,-1.0,-1
239,2011-04-08,1.430575,1.4488,1.42915,1.448325,-1,-1.0,-1
240,2011-04-11,1.446375,1.448325,1.442125,1.44355,-1,-1.0,-1
241,2011-04-12,1.4434,1.451925,1.437775,1.4477,-1,-1.0,-1
242,2011-04-13,1.4473,1.452025,1.441375,1.444275,-1,-1.0,-1
243,2011-04-14,1.4441,1.451475,1.43655,1.448775,-1,-1.0,-1
244,2011-04-15,1.44885,1.450375,1.439075,1.443025,-1,-1.0,-1
245,2011-04-18,1.441675,1.442075,1.4158,1.423375,-1,-1.0,-1
246,2011-04-19,1.42325,1.43525,1.42055,1.43345,-1,-1.0,-1
247,2011-04-20,1.4338,1.45475,1.43285,1.45225,-1,-1.0,-1
248,2011-04-21,1.451975,1.46485,1.45055,1.45525,-1,-1.0,-1
249,2011-04-22,1.455275,1.45885,1.45345,1.456175,-1,-1.0,-1
250,2011-04-25,1.456,1.46275,1.45255,1.45805,-1,-1.0,-1
251,2011-04-26,1.4582,1.46575,1.449375,1.4644,-1,-1.0,-1
252,2011-04-27,1.464425,1.479525,1.4633,1.478775,-1,-1.0,-1
253,2011-04-28,1.477875,1.488225,1.4769,1.48225,-1,-1.0,-1
254,2011-04-29,1.482325,1.487775,1.480425,1.480775,-1,-1.0,-1
255,2011-05-02,1.4828,1.4902,1.47635,1.483025,-1,-1.0,-1
256,2011-05-03,1.4827,1.488975,1.4755,1.482575,-1,-1.0,-1
257,2011-05-04,1.48285,1.494,1.47755,1.48275,-1,-1.0,-1
258,2011-05-05,1.48245,1.489925,1.45105,1.453875,-1,-1.0,-1
259,2011-05-06,1.45415,1.458775,1.431125,1.431575,-1,-1.0,-1
260,2011-05-09,1.436875,1.44415,1.425475,1.43655,-1,-1.0,-1
261,2011-05-10,1.43655,1.4413,1.4271,1.44095,-1,-1.0,-1
262,2011-05-11,1.440775,1.442325,1.41725,1.419225,-1,-1.0,-1
263,2011-05-12,1.419725,1.427675,1.412375,1.424625,-1,-1.0,-1
264,2011-05-13,1.424525,1.433925,1.4067,1.41185,-1,-1.0,-1
265,2011-05-16,1.40905,1.424475,1.40485,1.4156,-1,-1.0,-1
266,2011-05-17,1.415375,1.42385,1.4121,1.423725,-1,-1.0,-1
267,2011-05-18,1.4236,1.4287,1.419525,1.424925,-1,-1.0,-1
268,2011-05-19,1.42445,1.4325,1.42065,1.431025,-1,-1.0,-1
269,2011-05-20,1.431425,1.434575,1.413375,1.416125,-1,-1.0,-1
270,2011-05-23,1.414425,1.414425,1.396975,1.40475,-1,-1.0,-1
271,2011-05-24,1.404975,1.413325,1.400275,1.41,-1,-1.0,-1
272,2011-05-25,1.4102,1.41185,1.40135,1.408775,-1,-1.0,-1
273,2011-05-26,1.4087,1.42065,1.40685,1.41445,-1,-1.0,-1
274,2011-05-27,1.414,1.432375,1.412625,1.4319,-1,-1.0,-1
275,2011-05-30,1.430975,1.432075,1.425725,1.42815,-1,-1.0,-1
276,2011-05-31,1.428325,1.4424,1.427975,1.4396,-1,-1.0,-1
277,2011-06-01,1.439575,1.445875,1.432125,1.432825,-1,-1.0,-1
278,2011-06-02,1.4314,1.451375,1.431075,1.449125,-1,-1.0,-1
279,2011-06-03,1.449175,1.464275,1.445075,1.463475,-1,-1.0,-1
280,2011-06-06,1.46215,1.465825,1.45575,1.457575,-1,-1.0,-1
281,2011-06-07,1.457425,1.469575,1.4564,1.469125,-1,-1.0,-1
282,2011-06-08,1.468975,1.469375,1.45645,1.458325,-1,-1.0,-1
283,2011-06-09,1.457875,1.465325,1.4478,1.451075,-1,-1.0,-1
284,2011-06-10,1.450675,1.4551,1.43225,1.434675,-1,-1.0,-1
285,2011-06-13,1.432825,1.44305,1.43215,1.441325,-1,-1.0,-1
286,2011-06-14,1.441575,1.44975,1.43785,1.444,-1,-1.0,-1
287,2011-06-15,1.44405,1.44515,1.41565,1.417925,-1,-1.0,-1
288,2011-06-16,1.417025,1.42195,1.407375,1.420525,-1,-1.0,-1
289,2011-06-17,1.421025,1.433925,1.412775,1.430525,-1,-1.0,-1
290,2011-06-20,1.428775,1.432725,1.419175,1.430425,-1,-1.0,-1
291,2011-06-21,1.430725,1.442275,1.430375,1.44115,-1,-1.0,-1
292,2011-06-22,1.441125,1.444175,1.434175,1.43555,-1,-1.0,-1
293,2011-06-23,1.435425,1.43545,1.412725,1.42565,-1,-1.0,-1
294,2011-06-24,1.4262,1.430675,1.4142,1.41885,-1,-1.0,-1
295,2011-06-27,1.418825,1.42935,1.4103,1.4287,-1,-1.0,-1
296,2011-06-28,1.42855,1.439725,1.423725,1.4371,-1,-1.0,-1
297,2011-06-29,1.4369,1.444825,1.43315,1.4435,-1,-1.0,-1
298,2011-06-30,1.443525,1.453775,1.44275,1.4502,-1,-1.0,-1
299,2011-07-01,1.45045,1.455175,1.443675,1.452675,-1,-1.0,-1
300,2011-07-04,1.45405,1.457775,1.449575,1.453925,-1,-1.0,-1
301,2011-07-05,1.454025,1.45535,1.439675,1.4429,-1,-1.0,-1
302,2011-07-06,1.4424,1.446675,1.42865,1.4319,-1,-1.0,-1
303,2011-07-07,1.431675,1.437425,1.422125,1.43635,-1,-1.0,-1
304,2011-07-08,1.436225,1.4369,1.420675,1.4265,-1,-1.0,-1
305,2011-07-11,1.42165,1.42275,1.39865,1.402825,-1,-1.0,-1
306,2011-07-12,1.402975,1.406175,1.383725,1.397625,-1,-1.0,-1
307,2011-07-13,1.39705,1.41925,1.395175,1.41685,-1,-1.0,-1
308,2011-07-14,1.417625,1.4282,1.411575,1.414275,-1,-1.0,-1
309,2011-07-15,1.414575,1.419875,1.40925,1.415775,-1,-1.0,-1
310,2011-07-18,1.412575,1.4134,1.401475,1.41125,-1,-1.0,-1
311,2011-07-19,1.41105,1.421725,1.406925,1.415525,-1,-1.0,-1
312,2011-07-20,1.4157,1.423925,1.41335,1.421575,-1,-1.0,-1
313,2011-07-21,1.42185,1.443425,1.413925,1.442475,-1,-1.0,-1
314,2011-07-22,1.442775,1.443775,1.43245,1.435875,-1,-1.0,-1
315,2011-07-25,1.439375,1.44175,1.432525,1.437675,-1,-1.0,-1
316,2011-07-26,1.43755,1.45255,1.43575,1.45115,-1,-1.0,-1
317,2011-07-27,1.451225,1.4536,1.4339,1.436875,-1,-1.0,-1
318,2011-07-28,1.436675,1.44005,1.42545,1.433375,-1,-1.0,-1
319,2011-07-29,1.433175,1.441325,1.423025,1.439875,-1,-1.0,-1
320,2011-08-01,1.436525,1.44535,1.418575,1.425,-1,-1.0,-1
321,2011-08-02,1.42505,1.428275,1.41515,1.420425,-1,-1.0,-1
322,2011-08-03,1.41935,1.43445,1.414375,1.43235,-1,-1.0,-1
323,2011-08-04,1.432425,1.43715,1.408875,1.4092,-1,-1.0,-1
324,2011-08-05,1.41025,1.429775,1.405625,1.4282,-1,-1.0,-1
325,2011-08-08,1.44005,1.44015,1.413025,1.4178,-1,-1.0,-1
326,2011-08-09,1.417275,1.43765,1.41525,1.4375,-1,-1.0,-1
327,2011-08-10,1.4373,1.440125,1.416225,1.417775,-1,-1.0,-1
328,2011-08-11,1.41735,1.429425,1.410375,1.42405,-1,-1.0,-1
329,2011-08-12,1.4243,1.42915,1.415025,1.4248,-1,-1.0,-1
330,2011-08-15,1.42575,1.447725,1.425625,1.444475,-1,-1.0,-1
331,2011-08-16,1.444425,1.44725,1.435475,1.44075,-1,-1.0,-1
332,2011-08-17,1.441,1.45175,1.4325,1.4426,-1,-1.0,-1
333,2011-08-18,1.442425,1.445175,1.427125,1.43325,-1,-1.0,-1
334,2011-08-19,1.432825,1.44525,1.4259,1.439675,-1,-1.0,-1
335,2011-08-22,1.437525,1.443425,1.43475,1.435825,-1,-1.0,-1
336,2011-08-23,1.436225,1.449975,1.435375,1.444075,-1,-1.0,-1
337,2011-08-24,1.4437,1.448175,1.43815,1.441425,-1,-1.0,-1
338,2011-08-25,1.44165,1.447425,1.432825,1.437975,-1,-1.0,-1
339,2011-08-26,1.437975,1.45015,1.4329,1.4499,-1,-1.0,-1
340,2011-08-29,1.4503,1.45495,1.446625,1.4511,-1,-1.0,-1
341,2011-08-30,1.451125,1.453375,1.4385,1.444175,-1,-1.0,-1
342,2011-08-31,1.444675,1.446875,1.435925,1.43695,-1,-1.0,-1
343,2011-09-01,1.43785,1.438525,1.422675,1.42595,-1,-1.0,-1
344,2011-09-02,1.426225,1.428775,1.41845,1.420525,-1,-1.0,-1
345,2011-09-05,1.4168,1.4174,1.406075,1.409775,-1,-1.0,-1
346,2011-09-06,1.409525,1.42835,1.39725,1.3998,-1,-1.0,-1
347,2011-09-07,1.399725,1.414875,1.399225,1.4098,-1,-1.0,-1
348,2011-09-08,1.40985,1.409925,1.387275,1.388275,-1,-1.0,-1
